MeetID,MeetPath,Federation,Date,MeetCountry,MeetState,MeetTown,MeetName
7338,usapl/USAPL-2017-01,USAPL,3/4/17,USA,OH,,Arnold Slingshot Pro American
7339,usapl/USAPL-2017-01-A,USAPL,3/5/17,USA,OH,,Arnold Slingshot Pro Deadlift
7340,usapl/USAPL-2017-01-B,USAPL,3/5/17,USA,OH,,Arnold NextLifter Ohio Classic
7341,usapl/USAPL-2017-01-C,USAPL,3/4/17,USA,OH,,Arnold SSP Nutrition Pro Raw Bench
7342,usapl/USAPL-2017-01-D,USAPL,3/4/17,USA,OH,,Arnold Grand Prix
7343,usapl/USAPL-2017-01-E,USAPL,3/3/17,USA,OH,,Arnold A7 Bar Grip Pro Raw Challenge
7344,usapl/VA-2015-01,USAPL,2/28/15,USA,VA,,VA Classic 2015
7345,usapl/VA-2015-04,USAPL,11/14/15,USA,VA,,2015 Virginia State Championships
7346,usapl/VA-2016-01,USAPL,2/20/16,USA,VA,,2016 Richmond Open
7347,usapl/VA-2016-02,USAPL,4/24/16,USA,VA,,Inaugural MASS Weekend Powerlifting Meet
7348,usapl/VA-2016-03,USAPL,7/16/16,USA,VA,,2016 Virginia Beach Battle
7349,usapl/VA-2016-04,USAPL,8/13/16,USA,VA,,3rd Annual NoVa Open
7350,usapl/VA-2016-05,USAPL,11/5/16,USA,VA,,2016 Virginia State Championship
7351,usapl/VA-2017-01,USAPL,2/25/17,USA,VA,,2017 Virginia State Championship
7352,usapl/VA-2017-02,USAPL,4/22/17,USA,VA,,4th Annual NoVa Open
7353,usapl/VA-2017-03,USAPL,6/10/17,USA,VA,,2nd Annual Battle at the Beach
7354,usapl/VA-2017-04,USAPL,9/10/17,USA,VA,,Virginia Last Chance Qualifier
7355,usapl/VA-2017-05,USAPL,12/2/17,USA,VA,,Inaugural Virginia High School and Collegiate Championships
7356,usapl/VA-2018-02,USAPL,1/13/18,USA,VA,,Virginia Winter Open
7357,usapl/VT-2014-01,USAPL,10/25/14,USA,VT,,Vermont Fall Open
7358,usapl/VT-2017-01,USAPL,6/17/17,USA,VT,,Vermont State Championships
7359,usapl/WA-2014-02,USAPL,2/22/14,USA,WA,,2014 Washington State Championships
7360,usapl/WA-2014-03,USAPL,6/14/14,USA,WA,,2014 Seattle Summer Classic
7361,usapl/WA-2014-04,USAPL,8/16/14,USA,WA,,Bull Stewart Battle on the Beach - Alki Classic
7362,usapl/WA-2014-05,USAPL,8/23/14,USA,WA,,Summer End 2014
7363,usapl/WA-2014-06,USAPL,12/6/14,USA,WA,,2014 Team Phoinix Holiday Classic
7364,usapl/WA-2014-07,USAPL,10/26/14,USA,WA,,2014 Columbia City Classic
7365,usapl/WA-2015-01,USAPL,5/2/15,USA,WA,,TSI & Metaboloic Technologies Pro Deadlift
7366,usapl/WA-2015-02,USAPL,2/28/15,USA,WA,,Pirates Powerlifting Championship
7367,usapl/WA-2015-03,USAPL,8/22/15,USA,WA,,2015 Summers End
7368,usapl/WA-2015-04,USAPL,2/21/15,USA,WA,,2015 Washington State Championships
7369,usapl/WA-2015-06,USAPL,10/24/15,USA,WA,,2015 7th Annual Columbia City Classic Powerlifting and BP/DL
7370,usapl/WA-2015-07,USAPL,2/7/15,USA,WA,,Team Phoinix Qualifyer 2015
7371,usapl/WA-2015-08,USAPL,6/27/15,USA,WA,,Seattle Summer Classic 2015
7372,usapl/WA-2015-09,USAPL,12/5/15,USA,WA,,Team Phoinix Holliday Classic
7373,usapl/WA-2016-02,USAPL,5/7/16,USA,WA,,Empire Classic Powerlifting Championships
7374,usapl/WA-2016-03,USAPL,2/20/16,USA,WA,,Washington State Championship
7375,usapl/WA-2016-04,USAPL,7/23/16,USA,WA,,Washington State Junior & Collegiate Open
7376,usapl/WA-2016-05,USAPL,8/27/16,USA,WA,,2016 Summer End
7377,usapl/WA-2016-06,USAPL,12/10/16,USA,WA,,Team Phoinix Holiday Classic 2016
7378,usapl/WA-2017-01,USAPL,3/18/17,USA,WA,,2017 Washington State Championships
7379,usapl/WA-2017-02,USAPL,1/21/17,USA,WA,,2017 Rookie Competition
7380,usapl/WA-2017-03,USAPL,4/22/17,USA,WA,,2017 Empire Classic
7381,usapl/WA-2017-04,USAPL,5/13/17,USA,WA,,Team Cup Challenge
7382,usapl/WA-2017-05,USAPL,6/24/17,USA,WA,,Seattle Summer Classic
7383,usapl/WA-2017-06,USAPL,9/16/17,USA,WA,Spokane,Spokane Open
7384,usapl/WA-2017-07,USAPL,10/22/17,USA,WA,,Team Phoenix Halloween Havoc
7385,usapl/WA-2017-08,USAPL,12/2/17,USA,WA,,Merry Muscle Madness
7386,usapl/WA-2018-02,USAPL,1/20/18,USA,WA,Tacoma,Tacoma Rookie Competition
7387,usapl/WI-2014-01,USAPL,1/18/14,USA,WI,,Wisconsin State Open
7388,usapl/WI-2014-02,USAPL,3/8/14,USA,WI,,2014 Wisconsin High School State Championships
7389,usapl/WI-2014-03,USAPL,2/22/14,USA,WI,,2014 Whitehall High School Meet
7390,usapl/WI-2014-04,USAPL,6/14/14,USA,WI,,Badger Open 2014
7391,usapl/WI-2014-05,USAPL,8/2/14,USA,WI,,Omro Summer Classic
7392,usapl/WI-2014-06,USAPL,11/1/14,USA,WI,,Hudson Natural Open
7393,usapl/WI-2015-01,USAPL,1/16/16,USA,WI,,Wisconsin State Open
7394,usapl/WI-2015-02,USAPL,3/14/15,USA,WI,,WHSPA State Meet
7395,usapl/WI-2015-03,USAPL,2/21/15,USA,WI,,2015 Whitehall H.S. Meet
7396,usapl/WI-2015-04,USAPL,2/28/15,USA,WI,,South Milwaukee High School Qualifier
7397,usapl/WI-2015-05,USAPL,6/13/15,USA,WI,,Badger Open 2015
7398,usapl/WI-2015-06,USAPL,8/22/15,USA,WI,,Wolf Open
7399,usapl/WI-2015-07,USAPL,9/19/15,USA,WI,,Pure Fitness Open
7400,usapl/WI-2015-08,USAPL,7/25/15,USA,WI,,Summer Splash Powerlifting Meet
7401,usapl/WI-2015-09,USAPL,10/31/15,USA,WI,,Western Wisconsin Open
7402,usapl/WI-2015-10,USAPL,8/29/15,USA,WI,,No Frills
7403,usapl/WI-2015-11,USAPL,12/12/15,USA,WI,,Blizzard Classic
7404,usapl/WI-2016-03,USAPL,3/11/16,USA,WI,,WHSPA State Meet
7405,usapl/WI-2016-04,USAPL,2/6/16,USA,WI,,Pure Fitness Open
7406,usapl/WI-2016-05,USAPL,8/20/16,USA,WI,,Wolf Open
7407,usapl/WI-2016-06,USAPL,6/11/16,USA,WI,,Badger Open 2016
7408,usapl/WI-2016-07,USAPL,4/23/16,USA,WI,,2016 Cudahy Open
7409,usapl/WI-2016-08,USAPL,2/27/16,USA,WI,,2016 South Milwaukee National Qualifier
7410,usapl/WI-2016-09,USAPL,7/16/16,USA,WI,,920 Raw Open
7411,usapl/WI-2016-10,USAPL,9/24/16,USA,WI,Mequon,2016 Pure Fitness Open
7412,usapl/WI-2016-11,USAPL,10/29/16,USA,WI,Hudson,Western Wisconsin Open
7413,usapl/WI-2016-13,USAPL,7/23/16,USA,WI,,2016 WHSPA Raw State Championship
7414,usapl/WI-2016-14,USAPL,12/10/16,USA,WI,,Blizzard Classic
7415,usapl/WI-2016-15,USAPL,12/17/16,USA,WI,,2016 Winter Pure Fitness Open
7416,usapl/WI-2017-01,USAPL,3/11/17,USA,WI,,2017 Wisconsin State High School Championships
7417,usapl/WI-2017-02,USAPL,1/28/17,USA,WI,,2017 Wisconsin State Open
7418,usapl/WI-2017-03,USAPL,2/11/17,USA,WI,,2017 Pure Fitness Open
7419,usapl/WI-2017-04,USAPL,2/4/17,USA,WI,,2017 Silver Star Open
7420,usapl/WI-2017-05,USAPL,3/18/17,USA,WI,,920 Raw Open
7421,usapl/WI-2017-06,USAPL,8/26/17,USA,WI,,Wolf Open
7422,usapl/WI-2017-07,USAPL,2/26/17,USA,WI,,Cudahy High School National Qualifier
7423,usapl/WI-2017-08,USAPL,6/10/17,USA,WI,,Badger Open 2017
7424,usapl/WI-2017-09,USAPL,7/15/17,USA,WI,,Wolf Pack Bench Open
7425,usapl/WI-2017-10,USAPL,5/6/17,USA,WI,,Milwaukee Open
7426,usapl/WI-2017-11,USAPL,4/29/17,USA,WI,,Pure Fitness Spring Open
7427,usapl/WI-2017-12,USAPL,9/30/17,USA,WI,,Western Wisconsin Open
7428,usapl/WI-2017-13,USAPL,7/22/17,USA,WI,,Sweet Applewood Open
7429,usapl/WI-2017-14,USAPL,12/16/17,USA,WI,,Blizzard Open
7430,usapl/WI-2017-15,USAPL,11/4/17,USA,WI,,Eau Claire Open
7431,usapl/WI-2017-16,USAPL,9/16/17,USA,WI,,Pure Fitness Fall Open
7432,usapl/WI-2017-17,USAPL,7/22/17,USA,WI,,Limitless Push/Pull
7433,usapl/WI-2017-18,USAPL,12/2/17,USA,WI,,Wisconsin Collegiate State Championship
7434,usapl/WI-2017-19,USAPL,12/16/17,USA,WI,,Pure Fitness Open December
7435,usapl/WI-2018-02,USAPL,1/20/18,USA,WI,,Wisconsin Open State Championships
7436,usapl/WI-2018-02B,USAPL,1/20/18,USA,WI,,Wisconsin Rookie State Championships
7437,usapl/WI-2018-14,USAPL,1/27/18,USA,WI,,Happy New Year
7438,usapl/WV-2016-01,USAPL,12/10/16,USA,WV,,Power for a Purpose
7439,usapl/WV-2017-02,USAPL,12/9/17,USA,WV,,2017 Power for a Purpose
7440,usapl/WV-2017-03,USAPL,8/19/17,USA,WV,,Summer Raid
7441,usapl/WY-2014-01,USAPL,12/6/14,USA,WY,,Wyoming State PL&BP Championships
7442,usapl/WY-2015-01,USAPL,2/28/15,USA,WY,,Cowboy State Raw
7443,usapl/WY-2015-02,USAPL,11/21/15,USA,WY,,5th Annual Wyoming State Powerlifting Championships
7444,usapl/WY-2016-02,USAPL,1/9/16,USA,WY,,Trojan Iron Wars
7445,usapl/WY-2016-03,USAPL,11/19/16,USA,WY,,2016 Trojan Iron Wars
7446,usapl/WY-2016-04,USAPL,3/12/16,USA,WY,,2016 Cowboy State Raw Meet
7447,usapl/WY-2017-01,USAPL,1/7/17,USA,WY,,Wyoming State Powerlifting & BP Championships
7448,usapl/WY-2017-02,USAPL,3/11/17,USA,WY,,2017 Cowboy State Raw
7449,usapl/WY-2017-04,USAPL,11/18/17,USA,WY,,Trojan Iron Wars
7450,usapl/WY-2018-01,USAPL,1/13/18,USA,WY,,Wyoming State Championship
7451,usapl-archive/CA-2005-08-13,USAPL,8/13/05,USA,CA,Sylmar,Southern California Regionals
7452,usapl-archive/CA-2005-11-05,USAPL,11/5/05,USA,CA,Northridge,California State Powerlifting & Bench Press Championships
7453,usapl-archive/CA-2006-06-17,USAPL,6/17/06,USA,CA,Napa,NorCal Bench Press
7454,usapl-archive/CA-2006-08-26,USAPL,8/26/06,USA,CA,Modesto,California State Championships
7455,usapl-archive/CA-2007-01-13,USAPL,1/13/07,USA,CA,El Cerrito,Nor Cal Winter Classic
7456,usapl-archive/CA-2007-03-17,USAPL,3/17/07,USA,CA,Modesto,California State PL BP and DL Championships
7457,usapl-archive/CA-2007-07-07,USAPL,7/7/07,USA,CA,Hemet,Iron Eagle Powerlifting Championship
7458,usapl-archive/CA-2007-11-03,USAPL,11/3/07,USA,CA,Hemet,Iron Eagle Desert Thunder
7459,usapl-archive/CA-2008-03-01,USAPL,3/1/08,USA,CA,Hemet,California State Championships
7460,usapl-archive/CA-2008-08-16,USAPL,8/16/08,USA,CA,Santa Clarita,California Summertime Push/Pull
7461,usapl-archive/CA-2008-11-01,USAPL,11/1/08,USA,CA,San Bernardino,California State Collegiate Push/Pull
7462,usapl-archive/CA-2008-11-15,USAPL,11/15/08,USA,CA,Santa Clarita,Southern California Regional PL & BP Championships
7463,usapl-archive/CA-2009-02-21,USAPL,2/21/09,USA,CA,Santa Clarita,California State Championships
7464,usapl-archive/CA-2009-07-18,USAPL,7/18/09,USA,CA,San Diego,California State Games
7465,usapl-archive/CA-2009-11-07,USAPL,11/7/09,USA,CA,Santa Clarita,Southern California Regionals
7466,usapl-archive/CA-2010-02-06,USAPL,2/6/10,USA,CA,Santa Clarita,California State PL & BP Championships
7467,usapl-archive/CA-2010-07-10,USAPL,7/10/10,USA,CA,San Diego,California State Games
7468,usapl-archive/CA-2010-11-06,USAPL,11/6/10,USA,CA,Santa Clarita,Southern California Regionals
7469,usapl-archive/CA-2011-02-19,USAPL,2/19/11,USA,CA,Santa Clarita,California State PL & BP Championships
7470,usapl-archive/CA-2011-06-25,USAPL,6/25/11,USA,CA,Santa Clarita,Summertime Push/Pull & BBQ
7471,usapl-archive/CA-2011-08-05,USAPL,8/5/11,USA,CA,San Diego,State Games of America
7472,usapl-archive/CA-2011-11-19,USAPL,11/19/11,USA,CA,Santa Clarita,Southern California Regionals
7473,usapl-archive/CA-2012-02-11,USAPL,2/11/12,USA,CA,Santa Clarita,California State Powerlifting and Bench Press Championships
7474,usapl-archive/NS-1997-04-26,USAPL,4/26/97,USA,NE,Lincoln,1997 USAPL/ADFPA Women's National Powerlifting Championships
7475,usapl-archive/NS-1997-07-26,USAPL,7/26/97,USA,IL,Chicago,1997 USAPL/ADFPA Men's National Powerlifting Championships
7476,usapl-archive/NS-1998-01-24,USAPL,1/24/98,USA,WA,Seattle,1998 USAPL/ADFPA Women's National Powerlifting Championships
7477,usapl-archive/NS-1998-07-03,USAPL,7/3/98,USA,CO,Denver,1998 USAPL/ADFPA Men's National Powerlifting Championships
7478,usapl-archive/NS-1998-07-18,USAPL,7/18/98,USA,IL,Chicago,1998 USAPL Junior National Powerlifting Championships
7479,usapl-archive/NS-1998-09-26,USAPL,9/26/98,USA,OH,Cleveland,1998 USAPL National Bench Press Championships
7480,usapl-archive/NS-1998-12-05,USAPL,12/5/98,USA,NE,Omaha,1998 Police & Firefighters National Powerlifting Championships
7481,usapl-archive/NS-1999-02-27,USAPL,2/27/99,USA,NE,Lincoln,1999 USAPL Women's National Powerlifting Championships
7482,usapl-archive/NS-1999-03-27,USAPL,3/27/99,USA,IN,Ft. Wayne,1999 USAPL National Collegiate Powerlifting Championship
7483,usapl-archive/NS-1999-04-09,USAPL,4/9/99,USA,TX,Ft. Hood,1999 High School National Powerlifting Championships
7484,usapl-archive/NS-1999-05-21,USAPL,5/21/99,USA,LA,New Orleans,1999 USAPL Brother Bennet Memorial Men's Masters National Powerlifting Championships
7485,usapl-archive/NS-1999-06-19,USAPL,6/19/99,USA,NE,Lincoln,1999 USAPL Teenage & Junior Men's National Powerlifting Championships
7486,usapl-archive/NS-1999-07-16,USAPL,7/16/99,USA,MO,St. Louis,1999 USAPL Men's National Powerlifting Championships
7487,usapl-archive/NS-1999-09-18,USAPL,9/18/99,USA,IL,Chicago,1999 National Bench Press Championships
7488,usapl-archive/NS-2000-01-29,USAPL,1/29/00,USA,TX,Killeen,2000 USAPL Women's National Powerlifting Championships
7489,usapl-archive/NS-2000-03-24,USAPL,3/24/00,USA,WI,Neenah,2000 High School National Powerlifting Championships
7490,usapl-archive/NS-2000-04-15,USAPL,4/15/00,USA,CO,Colorado Springs,2000 Collegiate National Powerlifting Championships
7491,usapl-archive/NS-2000-05-06,USAPL,5/6/00,USA,OH,Bedford Heights,2000 USAPL Masters' National Powerlifting Championships
7492,usapl-archive/NS-2000-06-10,USAPL,6/10/00,USA,TX,Ft. Hood,2000 USAPL Teenage & Junior Men's National Powerlifting Championships
7493,usapl-archive/NS-2000-07-09,USAPL,7/9/00,USA,IL,Chicago,2000 USAPL Men's National Powerlifting Championships
7494,usapl-archive/NS-2000-09-16,USAPL,9/16/00,USA,MS,St. Louis,2000 USAPL National Bench Press Championships
7495,usapl-archive/NS-2001-01-20,USAPL,1/20/01,USA,IN,Ft. Wayne,2001 USAPL Women's National Powerlifting Championships
7496,usapl-archive/NS-2001-03-10,USAPL,3/10/01,USA,LA,Alexandria,2001 Collegiate National Powerlifting Championships
7497,usapl-archive/NS-2001-03-30,USAPL,3/30/01,USA,TX,Ft. Hood,2001 High School National Powerlifting Championships
7498,usapl-archive/NS-2001-05-05,USAPL,5/5/01,USA,TX,Ft. Hood,2001 USAPL Masters' National Powerlifting Championships
7499,usapl-archive/NS-2001-06-23,USAPL,6/23/01,USA,IL,Chicago,2001 USAPL Teenage & Junior Men's National Powerlifting Championships
7500,usapl-archive/NS-2001-07-13,USAPL,7/13/01,USA,NE,Ohama,2001 USAPL Men's National Powerlifting Championships
7501,usapl-archive/NS-2001-08-25,USAPL,8/25/01,USA,VA,Charlottesville,Lifetime Drug Free Nationals
7502,usapl-archive/NS-2001-08-26,USAPL,8/26/01,USA,VA,Charlottesville,Police and Fire Nationals
7503,usapl-archive/NS-2001-09-22,USAPL,9/22/01,USA,OH,Cleveland,2001 USAPL National Bench Press Championships
7504,usapl-archive/NS-2002-02-09,USAPL,2/9/02,USA,IL,Chicago,2002 USAPL Women's National Powerlifting Championships
7505,usapl-archive/NS-2002-03-10,USAPL,3/10/02,USA,TX,Killeen,2002 USAPL Military National Powerlifting Championships
7506,usapl-archive/NS-2002-03-14,USAPL,3/14/02,USA,TX,Ft. Hood,2002 High School National Powerlifting Championships
7507,usapl-archive/NS-2002-04-12,USAPL,4/12/02,USA,TX,Killeen,2002 Collegiate National Powerlifting Championships
7508,usapl-archive/NS-2002-05-04,USAPL,5/4/02,USA,VA,Charlottesville,2002 USAPL Masters' National Powerlifting Championships
7509,usapl-archive/NS-2002-06-14,USAPL,6/14/02,USA,TX,Killeen,2002 USAPL Men's Teenage/Junior National Powerlifting Championships
7510,usapl-archive/NS-2002-07-13,USAPL,7/13/02,USA,IL,Chicago,2002 USAPL Men's National Powerlifting Championships
7511,usapl-archive/NS-2002-08-24,USAPL,8/24/02,USA,OH,Bedford Heights,Bench Press Nationals
7512,usapl-archive/NS-2002-09-28,USAPL,9/28/02,USA,CO,Denver,Squat & Deadlift Nationals
7513,usapl-archive/NS-2002-11-02,USAPL,11/2/02,USA,OH,Bedford Heights,Police & Fire Nationals
7514,usapl-archive/NS-2003-01-25,USAPL,1/25/03,USA,TX,Killeen,2003 USAPL Women's National Powerlifting Championships
7515,usapl-archive/NS-2003-07-19,USAPL,7/19/03,USA,SD,Rapid City,2003 Men's National Powerlifting Championships
7516,usapl-archive/NS-2003-08-22,USAPL,8/22/03,USA,NJ,,2003 Bench Press Nationals
7517,usapl-archive/NS-2003-09-20,USAPL,9/20/03,USA,TX,Killeen,Lifetime Drug Free Nationals
7518,usapl-archive/NS-2003-10-04,USAPL,10/4/03,USA,MO,St. Louis,2003 Deadlift Nationals
7519,usapl-archive/NS-2003-12-13,USAPL,12/13/03,USA,NE,Omaha,Police & Fire Nationals
7520,usapl-archive/NS-2004-07-09,USAPL,7/9/04,USA,LA,Baton Rouge,2004 USAPL Men's National Championships
7521,usapl-archive/NS-2004-07-09/womens-invitational,USAPL,7/9/04,USA,LA,Baton Rouge,Women's Invitational
7522,usapl-archive/NS-2004-09-19,USAPL,9/19/04,USA,CO,Aurora,Deadlift Nationals
7523,usapl-archive/NS-2005-05-06,USAPL,5/6/05,USA,TX,Killeen,2005 Men's Open Nationals
7524,usapl-archive/NS-2005-11-19,USAPL,11/19/05,USA,OK,Oklahoma City,Police and Fire Nationals
7525,usapl-archive/NS-2005-12-10,USAPL,12/10/05,USA,PA,King of Prussia,4th USAPL American Open Powerlifting Championships
7526,usapl-archive/NS-2006-12-02,USAPL,12/2/06,USA,CA,Palm Springs,2006 USAPL American Open
7527,usapl-archive/NS-2008-02-15,USAPL,2/15/08,USA,TX,Killeen,2008 USAPL Women's National Powerlifting Championships
7528,usapl-archive/NS-2008-07-25,USAPL,7/25/08,USA,MO,St Louis,2008 USAPL Raw Nationals
7529,usapl-archive/NS-2008-09-13,USAPL,9/13/08,USA,CO,Denver,2008 Squat Deadlift and Push-Pull Nationals
7530,usapl-archive/NS-2009-07-24,USAPL,7/24/09,USA,VA,Charlottesville,2009 USAPL Raw Nationals
7531,usapl-archive/NS-2010-05-22,USAPL,5/22/10,USA,OH,Cleveland,2010 USAPL Women's Nationals
7532,usapl-archive/NS-2010-06-20,USAPL,6/20/10,USA,CA,Palm Springs,2010 USAPL Men's Open-Junior-Teen Nationals
7533,usapl-archive/NS-2010-07-16,USAPL,7/16/10,USA,CO,Denver,2010 USAPL Raw Nationals
7534,usapl-archive/NS-2010-10-16,USAPL,10/16/10,USA,CO,Denver,2010 Deadlift and Push Pull Nationals
7535,usapl-archive/NS-2010-12-04,USAPL,12/4/10,USA,PA,King of Prussia,2010 American Open
7536,uspa/0001,USPF,10/2/99,USA,CA,Bakersfield,1999 USPF California State Powerlifting Championships
7537,uspa/0002,USPF,2/5/00,USA,CA,Bakersfield,2000 USPF California State Push/Pull Championship
7538,uspa/0003,USPF,3/4/00,USA,CA,Frazier Park,2000 USPF California State Bench Press Championship
7539,uspa/0004,USPF,4/8/00,USA,CA,Bakersfield,2000 USPF California State Powerlifting Championships
7540,uspa/0005,USPF,5/6/00,USA,CA,Norwalk,USPF Mid-Cities Bench Press Championship
7541,uspa/0006,USPF,6/3/00,USA,CA,Frazier Park,2000 USPF California State Novice & Junior Powerlifting Championships
7542,uspa/0007,USPF,11/11/00,USA,CA,Burbank,2000 USPF USA National Powerlifting and Bench Press Championships
7543,uspa/0008,USPF,12/16/00,USA,CA,Norwalk,USPF Winter Benchpress and Bicep Bonanza
7544,uspa/0009,USPF,5/12/01,USA,NV,Las Vegas,USPF Sub-Master and Master National Powerlifting Championships
7545,uspa/0010,USPF,5/19/01,USA,CA,Granada Hills,USPF Spartan Benchpress Classic
7546,uspa/0011,USPF,7/18/01,USA,CA,San Diego,USPF California Fire Olympic Powerlifting and Benchpress Championship
7547,uspa/0012,USPF,7/21/01,USA,CA,Santa Barbara,USPF California State Powerlifting and Benchpress Championship
7548,uspa/0013,USPF,10/6/01,USA,CA,Bakersfield,USPF Central California Powerlifting/Benchpress and Deadlift Championship
7549,uspa/0014,USPF,7/20/02,USA,CA,Santa Barbara,USPF California State Powerlifting and Benchpress Championship
7550,uspa/0015,USPF,10/5/02,USA,CA,Bakersfield,USPF Central California Powerlifting/Benchpress and Deadlift Championship
7551,uspa/0016,USPF,4/26/03,USA,CA,Bakersfield,Kern County High School Powerlifting Championship
7552,uspa/0017,USPF,5/17/03,USA,CA,Granada Hills,USPF Spartan Benchpress
7553,uspa/0018,USPF,6/14/03,USA,CA,Norwalk,California State Championship
7554,uspa/0019,USPF,8/23/03,USA,CA,Napa,NorCal Bench & Deadlift
7555,uspa/0020,USPF,9/20/03,USA,CA,Norwalk,Mid-Cities Bench Press Championship
7556,uspa/0021,USPF,12/13/03,USA,CA,Mission Viejo,Southern California Benchpress Championship
7557,uspa/0022,USPF,2/7/04,USA,CA,Los Alamitos,West Coast BP & DL Championship
7558,uspa/0023,USPF,3/27/04,USA,CA,Los Alamitos,Powerlifting and Bench Press Championships
7559,uspa/0024,USPF,4/17/04,USA,CA,Bakersfield,Kern County High School Powerlifting Championships
7560,uspa/0025,USPF,5/22/04,USA,CA,Livermore,Battle of the Bay Benchpress and Deadlift
7561,uspa/0026,USPF,6/12/04,USA,CA,Venice Beach,Venice Beach Benchpress Championship
7562,uspa/0027,USPF,7/10/04,USA,CA,Santa Barbara,Powerlifting and Bench Press Championship
7563,uspa/0028,USPF,7/17/04,USA,CA,Venice Beach,Venice Beach DL Championship
7564,uspa/0029,USPF,8/7/04,USA,CA,Venice Beach,Venice Beach BP & DL Championship
7565,uspa/0030,USPF,8/14/04,USA,NV,LasVegas,Mountaineer Cup VI and Senior Nationals
7566,uspa/0031,USPF,8/28/04,USA,TX,Austin,National Benchpress and Deadlift
7567,uspa/0032,USPF,9/18/04,USA,CA,Venice Beach,Venice Beach PL & BP
7568,uspa/0033,USPF,10/30/04,USA,CA,Chatsworth,Monster BP and Return of the Living Deadlift
7569,uspa/0034,USPF,11/21/04,USA,CA,Modesto,Central California BP DL PL Championship
7570,uspa/0035,USPF,1/29/05,USA,AZ,Tombstone,Cold Iron Deadlift Shootout
7571,uspa/0036,USPF,2/19/05,USA,CA,Pasadena,Western USA Cup
7572,uspa/0037,USPF,3/19/05,USA,CA,Los Alamitos,California State PL BP DL Championship
7573,uspa/0038,USPF,4/23/05,USA,CA,Bakersfield,Kern County High School Powerlifting Championships
7574,uspa/0039,USPF,6/11/05,USA,CA,Venice Beach,West Coast Benchpress and Deadlift
7575,uspa/0040,USPF,6/18/05,USA,CA,Los Alamitos,National Powerlifting Championship
7576,uspa/0041,USPF,6/25/05,USA,WV,Chester,Mountaineer Cup VII
7577,uspa/0042,USPF,7/2/05,USA,CA,Fullerton,Koloseum Bench and Deadlift
7578,uspa/0043,USPF,8/6/05,USA,CA,Venice,Venice Beach Push-Pull
7579,uspa/0044,USPF,9/10/05,USA,CA,Venice Beach,Venice Beach PL BP & DL Championship
7580,uspa/0045,USPF,10/23/05,USA,CA,Modesto,Central California Open PL BP DL
7581,uspa/0046,USPF,1/29/06,USA,CA,Chatsworth,Super Bench Sunday
7582,uspa/0047,USPF,2/19/06,USA,CA,Pasadena,Western USA Cup and The Fit Expo Benchpress and Deadlift
7583,uspa/0048,USPF,3/25/06,USA,CA,Los Alamitos,California State Powerlifting Championship
7584,uspa/0049,USPF,4/2/06,USA,CA,Los Alamitos,Southern California High School Benchpress
7585,uspa/0050,USPF,4/29/06,USA,CA,Bakersfield,4th Annual Kern County High School PL Championship
7586,uspa/0051,USPF,5/6/06,USA,CA,San Diego,San Diego Open PL BP and DL
7587,uspa/0052,USPF,5/20/06,USA,CA,San Jose,San Jose Open Benchpress and Deadlift
7588,uspa/0053,USPF,6/10/06,USA,CA,Venice Beach,West Coast BP and DL Championship
7589,uspa/0054,USPF,8/5/06,USA,CA,Venice,Venice Beach Push-Pull
7590,uspa/0055,USPF,8/19/06,USA,WV,,National Powerlifting and Bench/Deadlift Championship
7591,uspa/0056,USPF,9/9/06,USA,CA,Venice Beach,Venice Beach PL BP and DL Championship
7592,uspa/0057,USPF,10/7/06,USA,CA,Modesto,Central California PL BP and DL Championship
7593,uspa/0058,USPF,10/21/06,USA,CA,Chatsworth,Monster Bench and Night of the Living Deadlift
7594,uspa/0059,USPF,1/28/07,USA,CA,Chatsworth,Super Bench and Deadlift Sunday
7595,uspa/0060,USPF,3/31/07,USA,CA,Los Alamitos,California State PL BP DL Championship
7596,uspa/0061,USPF,4/28/07,USA,CA,Bakersfield,Kern County High School PL Championship
7597,uspa/0062,USPF,5/5/07,USA,CA,San Diego,San Diego Open PL BP DL Championship
7598,uspa/0063,USPF,5/19/07,USA,CA,San Jose,San Jose Open PL BP DL Championship
7599,uspa/0064,USPF,6/9/07,USA,CA,Venice Beach,Muscle Beach BP and DL
7600,uspa/0065,USPF,7/21/07,USA,CA,Venice,Muscle Beach Push-Pull Championship
7601,uspa/0066,USPF,8/11/07,USA,NV,Las Vegas,National PL Championship
7602,uspa/0067,USPF,8/12/07,USA,NV,Las Vegas,National Benchpress and Deadlift Championship
7603,uspa/0068,USPF,10/8/07,USA,CA,Venice Beach,Muscle Beach Championship
7604,uspa/0069,USPF,10/6/07,USA,CA,Modesto,Central California PL BP DL Championship
7605,uspa/0070,USPF,10/20/07,USA,CA,Chatsworth,Monster Benchpress and Return of the Living Deadlift
7606,uspa/0071,USPF,12/8/07,USA,CA,Yuba City,Northern California Championships
7607,uspa/0072,USPF,1/27/08,USA,CA,Chatsworth,Super Bench & Deadlift Sunday
7608,uspa/0073,USPF,2/16/08,USA,CA,Los Angeles,American PL Cup and Fit Expo BP/DL
7609,uspa/0074,USPF,3/29/08,USA,CA,Los Alamitos,California State PL BP DL Championship
7610,uspa/0075,USPA,4/19/08,USA,CA,Bakersfield,Kern County High School Powerlifting
